Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
30/3/2021;3:00;0,24;0,29;0;3;3;17,67;Muy bueno / Oso ona;13,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;2:00;0,25;0,31;2;7;5;17,38;Muy bueno / Oso ona;13,58;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;1:00;0,26;0,33;0;2;2;17,08;Muy bueno / Oso ona;13,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;24:00:00;0,26;0,35;0;2;2;16,83;Muy bueno / Oso ona;13,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;23:00;0,27;0,35;0;2;2;16,83;Muy bueno / Oso ona;12,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;22:00;0,28;0,36;0;4;4;16,75;Muy bueno / Oso ona;12,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;21:00;0,3;0,36;0;7;7;16,46;Muy bueno / Oso ona;12,42;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;20:00;0,38;0,35;1;13;11;16,04;Muy bueno / Oso ona;12,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;19:00;0,37;0,33;1;18;17;15,79;Muy bueno / Oso ona;12,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;18:00;0,38;0,31;1;14;13;15,58;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;17:00;0,39;0,29;1;14;12;15,38;Muy bueno / Oso ona;12,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;16:00;0,36;0,28;1;13;12;15,21;Muy bueno / Oso ona;12,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;15:00;0,35;0,31;2;13;10;15,17;Muy bueno / Oso ona;12,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;14:00;0,34;0,33;2;15;12;15,42;Muy bueno / Oso ona;12,58;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;13:00;0,27;0,32;1;12;10;15,5;Muy bueno / Oso ona;12,79;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;12:00;0,27;0,32;2;14;11;15,46;Muy bueno / Oso ona;12,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;11:00;0,21;0,32;2;14;12;15,25;Muy bueno / Oso ona;12,79;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;10:00;0,2;0,33;4;18;12;15,46;Muy bueno / Oso ona;12,58;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;9:00;0,29;0,34;3;20;15;15,88;Muy bueno / Oso ona;12,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;8:00;0,4;0,33;19;84;56;16,25;Muy bueno / Oso ona;12,25;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;7:00;0,61;0,3;53;182;101;16,13;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Regular / Erregularra
29/3/2021;6:00;0,3;0,28;3;35;30;16,08;Muy bueno / Oso ona;12,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;5:00;0,26;0,29;0;10;10;16,21;Muy bueno / Oso ona;12,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;4:00;0,27;0,31;0;7;7;16,42;Muy bueno / Oso ona;12,17;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;3:00;0,27;0,33;0;5;5;16,5;Muy bueno / Oso ona;12,17;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;2:00;0,28;0,36;0;12;12;16,54;Muy bueno / Oso ona;12;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/3/2021;1:00;0,28;0,37;0;8;8;16,42;Muy bueno / Oso ona;11,79;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
28/3/2021;24:00:00;0,3;0,37;1;15;15;16,08;Muy bueno / Oso ona;11,67;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
28/3/2021;23:00;0,3;0,36;0;10;10;15,67;Muy bueno / Oso ona;11,54;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
28/3/2021;22:00;0,36;0,36;1;40;40;15,42;Muy bueno / Oso ona;11,29;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
28/3/2021;21:00;0,34;0,35;1;30;28;15,29;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
28/3/2021;20:00;0,45;0,32;3;27;23;15,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;19:00;0,45;0,29;3;27;23;14,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;18:00;0,41;0,27;1;13;11;14,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;17:00;0,33;0,27;1;9;7;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;16:00;0,29;0,28;1;7;5;13,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;15:00;0,29;0,3;1;8;6;13,33;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;14:00;0,27;0,31;1;7;5;12,88;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;13:00;0,25;0,32;1;8;6;12,54;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;12:00;0,19;0,34;1;9;7;12,21;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;11:00;0,2;0,36;3;16;12;11,79;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;10:00;0,34;0,36;8;30;19;11,29;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;9:00;0,38;0,36;11;42;25;11,04;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;8:00;0,42;0,35;26;66;27;10,88;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;7:00;0,37;0,34;19;62;33;10,63;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;6:00;0,35;0,34;5;29;22;10,5;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;5:00;0,35;0,35;3;25;20;10,42;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;4:00;0,36;0,35;1;20;19;10,5;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;3:00;0,34;0,36;1;18;17;10,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;2:00;0,32;0,36;0;16;16;10,08;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/3/2021;1:00;0,34;0,34;0;16;15;10,17;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;24:00:00;0,33;0,33;0;13;13;9,96;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;23:00;0,35;0,31;0;13;12;9,67;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;22:00;0,36;0,3;2;24;21;9,38;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;21:00;0,38;0,27;4;38;32;9,17;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;20:00;0,41;0,25;5;30;23;9,25;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;19:00;0,37;0,23;4;25;19;9,29;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;18:00;0,27;0,23;4;19;13;9,54;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;17:00;0,22;0,24;3;14;10;9,75;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;16:00;0,22;0,25;1;8;6;10,25;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;15:00;0,22;0,26;1;6;4;11,04;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;14:00;0,2;0,27;2;9;5;11,67;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;13:00;0,17;0,28;2;8;5;12,25;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;12:00;0,23;0,29;2;9;6;12,83;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;11:00;0,3;0,29;3;11;7;13,63;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;10:00;0,32;0,29;3;12;8;14,63;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;9:00;0,33;0,28;4;15;9;15,75;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;8:00;0,29;0,28;3;14;10;17,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/3/2021;7:00;0,28;0,28;1;10;7;18,25;Muy bueno / Oso ona;11,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;6:00;0,28;0,28;2;11;8;18,88;Muy bueno / Oso ona;12,58;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;5:00;0,27;0,29;1;7;5;19,58;Muy bueno / Oso ona;14,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;4:00;0,27;0,31;0;4;4;;Sin datos / Daturik gabe;15,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;3:00;0,28;0,32;0;3;3;21,29;Bueno / Ona;16,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;2:00;0,28;0,34;0;4;4;22,29;Bueno / Ona;17,29;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
27/3/2021;1:00;0,28;0,36;0;4;4;22,63;Bueno / Ona;17,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;24:00:00;0,3;0,38;0;5;5;23,04;Bueno / Ona;18,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;23:00;0,3;0,38;1;7;6;23,29;Bueno / Ona;18,79;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;22:00;0,32;0,39;1;14;12;23,54;Bueno / Ona;19,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;21:00;0,37;0,39;4;29;23;23,63;Bueno / Ona;19,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;20:00;0,39;0,37;5;32;25;23,67;Bueno / Ona;19,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;19:00;0,38;0,36;7;39;28;23,75;Bueno / Ona;19,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;18:00;0,4;0,37;5;30;23;23,88;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;17:00;0,42;0,38;6;32;24;24;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;16:00;0,4;0,4;6;31;21;23,67;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;15:00;0,41;0,41;8;33;21;23,33;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;14:00;0,37;0,41;7;30;19;23,13;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;13:00;0,29;0,43;8;30;18;23;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;12:00;0,27;0,45;8;29;17;22,75;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;11:00;0,35;0,46;8;31;19;22,33;Bueno / Ona;19,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;10:00;0,49;0,46;35;100;47;21,67;Bueno / Ona;19,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;9:00;0,57;0,44;69;154;48;;Sin datos / Daturik gabe;18,38;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;8:00;0,52;0,41;83;175;48;19,08;Muy bueno / Oso ona;17,58;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;7:00;0,4;0,41;25;74;36;18,17;Muy bueno / Oso ona;17,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;6:00;0,51;0,4;15;56;33;17,67;Muy bueno / Oso ona;16,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;5:00;0,41;0,38;6;36;27;17;Muy bueno / Oso ona;15,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;4:00;0,42;0,37;1;20;19;16,21;Muy bueno / Oso ona;14,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;3:00;0,44;0,38;1;28;27;15,25;Muy bueno / Oso ona;13,5;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;2:00;0,39;0,38;1;19;18;14,38;Muy bueno / Oso ona;13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
26/3/2021;1:00;0,32;0,39;0;15;14;14,04;Muy bueno / Oso ona;12,54;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;24:00:00;0,35;0,4;0;16;16;13,88;Muy bueno / Oso ona;12,21;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;23:00;0,34;0,39;2;25;22;13,96;Muy bueno / Oso ona;12,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;22:00;0,35;0,38;2;26;24;14;Muy bueno / Oso ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;21:00;0,36;0,36;3;33;28;14,08;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;20:00;0,42;0,34;3;32;27;14,25;Muy bueno / Oso ona;12,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;19:00;0,44;0,32;4;34;28;14,5;Muy bueno / Oso ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;18:00;0,47;0,3;6;38;29;14,5;Muy bueno / Oso ona;12;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;17:00;0,43;0,29;5;26;19;14,54;Muy bueno / Oso ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;16:00;0,36;0,29;4;21;15;14,88;Muy bueno / Oso ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;15:00;0,28;0,3;6;26;18;14,92;Muy bueno / Oso ona;11,71;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;14:00;0,24;0,32;5;26;18;14,63;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;13:00;0,21;0,33;4;21;14;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/3/2021;12:00;0,24;0,35;4;18;12;14,25;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;11:00;0,29;0,36;5;18;11;14,92;Muy bueno / Oso ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;10:00;0,35;0,36;5;23;16;16,04;Muy bueno / Oso ona;13,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;9:00;0,37;0,35;8;39;28;17,46;Muy bueno / Oso ona;13,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;8:00;0,37;0,35;13;66;46;18,67;Muy bueno / Oso ona;13,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;7:00;0,4;0,34;3;33;30;19,13;Muy bueno / Oso ona;14;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;6:00;0,37;0,33;3;28;25;19,5;Muy bueno / Oso ona;14,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;5:00;0,37;0,33;2;16;14;;Sin datos / Daturik gabe;14,71;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;4:00;0,32;0,34;1;9;8;;Sin datos / Daturik gabe;15,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;3:00;0,33;0,36;0;8;8;21;Bueno / Ona;15,67;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;2:00;0,33;0,39;2;10;8;21,88;Bueno / Ona;16,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
25/3/2021;1:00;0,33;0,41;0;7;6;22,46;Bueno / Ona;17,17;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;24:00:00;0,32;0,42;1;7;6;22,88;Bueno / Ona;17,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;23:00;0,34;0,42;0;9;8;22,92;Bueno / Ona;17,79;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;22:00;0,35;0,42;2;15;13;23,04;Bueno / Ona;18,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;21:00;0,37;0,4;3;25;21;23,17;Bueno / Ona;18,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;20:00;0,45;0,37;6;37;27;22,92;Bueno / Ona;17,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;19:00;0,46;0,36;6;34;26;22,58;Bueno / Ona;17,79;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;18:00;0,48;0,37;6;31;22;22,29;Bueno / Ona;17,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;17:00;0,47;0,39;6;27;18;21,92;Bueno / Ona;17,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;16:00;0,41;0,41;6;28;19;21,58;Bueno / Ona;17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;15:00;0,37;0,42;6;30;21;21,21;Bueno / Ona;16,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;14:00;0,24;0,44;4;21;15;21,08;Bueno / Ona;17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;13:00;0,2;0,46;4;22;16;21,08;Bueno / Ona;16,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;12:00;0,25;0,47;12;65;46;;Sin datos / Daturik gabe;16,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;11:00;0,5;0,47;36;128;74;;Sin datos / Daturik gabe;15,25;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;10:00;0,63;0,44;71;186;78;19,58;Muy bueno / Oso ona;14,29;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;9:00;0,62;0,41;91;209;70;18,83;Muy bueno / Oso ona;14,13;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;8:00;0,55;0,39;100;214;61;18,54;Muy bueno / Oso ona;14,21;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;7:00;0,43;0,37;25;82;44;18,63;Muy bueno / Oso ona;14,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;6:00;0,44;0,37;31;89;42;18,38;Muy bueno / Oso ona;14,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;5:00;0,36;0,39;9;52;38;18;Muy bueno / Oso ona;13,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;4:00;0,29;0,41;3;45;40;17,67;Muy bueno / Oso ona;13,58;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;3:00;0,35;0,43;1;37;36;17,21;Muy bueno / Oso ona;13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;2:00;0,38;0,43;1;31;29;16,46;Muy bueno / Oso ona;12,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
24/3/2021;1:00;0,37;0,44;1;26;25;15,83;Muy bueno / Oso ona;11,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;24:00:00;0,42;0,44;6;55;47;15,42;Muy bueno / Oso ona;11,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;23:00;0,41;0,42;3;67;62;15,42;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;22:00;0,53;0,4;13;97;77;15,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;21:00;0,48;0,36;6;89;80;15,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;20:00;0,47;0,33;4;51;44;15,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;19:00;0,43;0,31;7;51;40;15,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/3/2021;18:00;0,43;0,3;6;37;28;15,75;Muy bueno / Oso ona;11,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;17:00;0,42;0,3;6;28;19;15,75;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;16:00;0,34;0,32;6;26;17;15,67;Muy bueno / Oso ona;11,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;15:00;0,28;0,34;4;19;13;15,67;Muy bueno / Oso ona;11,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;14:00;0,21;0,36;4;18;12;15,54;Muy bueno / Oso ona;11,71;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;13:00;0,2;0,38;7;31;20;15,58;Muy bueno / Oso ona;11,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;12:00;0,25;0,4;13;48;29;15,38;Muy bueno / Oso ona;11,83;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;11:00;0,33;0,41;14;48;26;15,17;Muy bueno / Oso ona;11,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;10:00;0,4;0,4;22;71;38;14,92;Muy bueno / Oso ona;11,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;9:00;0,46;0,38;64;155;57;14,17;Muy bueno / Oso ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;8:00;0,52;0,36;84;183;55;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;7:00;0,41;0,34;48;122;49;12,21;Muy bueno / Oso ona;10;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;6:00;0,41;0,32;60;139;47;11,88;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
23/3/2021;5:00;0,39;0,32;10;53;39;11,46;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/3/2021;4:00;0,36;0,31;3;31;27;11,04;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/3/2021;3:00;0,29;0,33;1;19;18;10,67;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/3/2021;2:00;0,29;0,34;0;14;14;10,42;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/3/2021;1:00;0,32;0,34;0;16;16;10,33;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/3/2021;24:00:00;0,3;0,32;0;14;14;10,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/3/2021;23:00;0,3;0,31;1;13;13;9,83;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
